bname,ra,dec,btype,z,catalog
5BZQJ1007+1356,10 07 41.5,+13 56 29.61,fsrq,2.715,bzcat
5BZBJ1008+0621,10 08 00.82,+06 21 21.2,bllac,0.65,bzcat
5BZQJ1008+0416,10 08 13.14,+04 16 39.68,fsrq,2.055,bzcat
5BZQJ1008+4400,10 08 21.56,+44 00 16.48,fsrq,1.187,bzcat
5BZQJ1010+8250,10 10 15.78,+82 50 14.38,fsrq,0.322,bzcat
5BZQJ1010-0200,10 10 51.66,-02 00 19.58,fsrq,0.887,bzcat
5BZQJ1010+3330,10 10 51.83,+33 30 17.78,fsrq,2.067,bzcat
5BZQJ1011-0423,10 11 30.24,-04 23 27.7,fsrq,1.588,bzcat
5BZQJ1011-3223,10 11 56.2,-32 23 36.09,fsrq,1.742,bzcat
5BZQJ1012-3304,10 12 05.88,-33 04 15.99,fsrq,1.745,bzcat
5BZBJ1012+0630,10 12 13.35,+06 30 57.2,bllac,0.727,bzcat
5BZQJ1012+2312,10 12 16.38,+23 12 14.61,fsrq,0.748,bzcat
5BZQJ1012-3740,10 12 24.06,-37 40 05.91,fsrq,0.499,bzcat
5BZQJ1012-4259,10 12 36.94,-42 59 05.31,fsrq,2.954,bzcat
5BZQJ1012+2439,10 12 41.38,+24 39 23.4,fsrq,1.805,bzcat
5BZQJ1013+3445,10 13 49.61,+34 45 50.79,fsrq,1.414,bzcat
5BZQJ1013+2449,10 13 53.43,+24 49 16.39,fsrq,1.636,bzcat
5BZQJ1014+2301,10 14 47.06,+23 01 16.6,fsrq,0.566,bzcat
5BZQJ1015+5551,10 15 44.41,+55 51 00.5,fsrq,0.677,bzcat
5BZQJ1015-1952,10 15 52.25,-19 52 26.61,fsrq,1.081,bzcat
5BZQJ1016+0513,10 16 03.13,+05 13 02.31,fsrq,1.714,bzcat
5BZQJ1016+2037,10 16 44.32,+20 37 47.31,fsrq,3.119,bzcat
5BZQJ1018+3542,10 18 10.98,+35 42 39.38,fsrq,1.229,bzcat
5BZQJ1018+0530,10 18 27.84,+05 30 29.98,fsrq,1.944,bzcat
5BZQJ1018-3123,10 18 28.74,-31 23 53.8,fsrq,0.794,bzcat
5BZQJ1019-0024,10 19 56.75,-00 24 09.79,fsrq,1.13,bzcat
5BZQJ1021+3437,10 21 17.46,+34 37 21.68,fsrq,1.4,bzcat
5BZQJ1022+4239,10 22 13.13,+42 39 25.59,fsrq,0.991,bzcat
5BZQJ1022+3931,10 22 37.42,+39 31 50.48,fsrq,0.605,bzcat
5BZQJ1023+2649,10 23 11.09,+26 49 41.7,fsrq,2.79,bzcat
5BZQJ1023+3948,10 23 11.57,+39 48 15.4,fsrq,1.255,bzcat
5BZQJ1023+2856,10 23 24.05,+28 56 51.0,fsrq,0.671,bzcat
5BZQJ1023+3953,10 23 33.49,+39 53 12.69,fsrq,1.333,bzcat
5BZQJ1024-3234,10 24 00.41,-32 34 16.1,fsrq,1.568,bzcat
5BZQJ1024+1912,10 24 44.81,+19 12 20.41,fsrq,0.828,bzcat
5BZQJ1025+4143,10 25 04.2,+41 43 32.41,fsrq,0.682,bzcat
5BZQJ1025-0509,10 25 45.41,-05 09 54.1,fsrq,1.126,bzcat
5BZQJ1025+1253,10 25 56.28,+12 53 48.98,fsrq,0.663,bzcat
5BZQJ1026+2542,10 26 23.62,+25 42 59.39,fsrq,5.285,bzcat
5BZUJ1026+6746,10 26 34.01,+67 46 11.99,uncertain,1.181,bzcat
5BZQJ1028+0255,10 28 20.39,+02 55 22.4,fsrq,0.715,bzcat
5BZQJ1028-0236,10 28 34.02,-02 36 59.61,fsrq,0.47,bzcat
5BZQJ1028-0100,10 28 37.01,-01 00 27.5,fsrq,1.531,bzcat
5BZQJ1028-0844,10 28 38.8,-08 44 38.5,fsrq,4.276,bzcat
5BZQJ1029-1852,10 29 33.1,-18 52 50.3,fsrq,1.784,bzcat
5BZUJ1030+3102,10 30 59.09,+31 02 55.71,uncertain,0.178,bzcat
5BZUJ1031+7441,10 31 22.01,+74 41 58.3,uncertain,0.123,bzcat
5BZQJ1032-1400,10 32 06.23,-14 00 19.51,fsrq,1.039,bzcat
5BZQJ1032+6051,10 32 53.95,+60 51 27.61,fsrq,1.064,bzcat
5BZQJ1033+4116,10 33 03.71,+41 16 06.2,fsrq,1.117,bzcat
5BZQJ1033+3935,10 33 22.06,+39 35 51.1,fsrq,1.095,bzcat
5BZUJ1033+0711,10 33 34.02,+07 11 26.08,uncertain,1.535,bzcat
5BZBJ1033-1436,10 33 35.93,-14 36 27.68,uncertain,0.367,bzcat
5BZQJ1035-2011,10 35 02.15,-20 11 34.4,fsrq,2.198,bzcat
5BZQJ1035+5652,10 35 06.01,+56 52 58.0,fsrq,1.855,bzcat
5BZQJ1035+3756,10 35 51.17,+37 56 41.71,fsrq,1.51,bzcat
5BZQJ1036+1440,10 36 03.71,+14 40 45.01,fsrq,1.373,bzcat
5BZQJ1036+2203,10 36 32.98,+22 03 12.2,fsrq,0.594,bzcat
5BZQJ1036-0605,10 36 47.57,-06 05 41.2,fsrq,1.05,bzcat
5BZQJ1036-3744,10 36 53.44,-37 44 15.1,fsrq,1.821,bzcat
5BZQJ1037-2934,10 37 16.08,-29 34 02.78,fsrq,0.312,bzcat
5BZQJ1037+0424,10 37 39.34,+04 24 01.69,fsrq,2.328,bzcat
5BZQJ1037-2823,10 37 42.46,-28 23 04.09,fsrq,1.066,bzcat
5BZQJ1038-4325,10 38 14.7,-43 25 45.91,fsrq,1.356,bzcat
5BZQJ1038+0512,10 38 46.78,+05 12 29.08,fsrq,0.473,bzcat
5BZQJ1039-1541,10 39 06.71,-15 41 06.68,fsrq,0.525,bzcat
5BZQJ1041+0610,10 41 17.15,+06 10 16.89,fsrq,1.264,bzcat
5BZQJ1041-4740,10 41 44.63,-47 40 00.08,fsrq,2.558,bzcat
5BZQJ1042-4143,10 42 44.4,-41 43 25.89,fsrq,0.431,bzcat
5BZQJ1043+2408,10 43 09.04,+24 08 35.41,fsrq,0.56,bzcat
5BZQJ1044+2959,10 44 06.34,+29 59 00.99,fsrq,2.983,bzcat
5BZQJ1044+6037,10 44 18.2,+60 37 01.81,fsrq,1.05,bzcat
5BZQJ1044+8054,10 44 23.05,+80 54 39.38,fsrq,1.254,bzcat
5BZQJ1046+5354,10 46 24.04,+53 54 26.2,fsrq,1.71,bzcat
5BZBJ1046-2535,10 46 51.43,-25 35 47.18,bllac,0.254,bzcat
5BZQJ1047-1308,10 47 03.93,-13 08 32.38,fsrq,1.288,bzcat
5BZQJ1047+2635,10 47 36.68,+26 35 27.49,fsrq,0.99,bzcat
5BZQJ1048-1909,10 48 06.61,-19 09 35.71,fsrq,0.595,bzcat
5BZUJ1049+2338,10 49 00.24,+23 38 21.08,uncertain,0.319,bzcat
5BZQJ1049+3737,10 49 09.83,+37 37 59.01,fsrq,2.987,bzcat
5BZQJ1049-2231,10 49 21.87,-22 31 07.5,fsrq,1.609,bzcat
5BZBJ1049+1548,10 49 39.34,+15 48 37.79,bllac,0.327,bzcat
5BZQJ1050+0432,10 50 10.06,+04 32 48.98,fsrq,1.216,bzcat
5BZQJ1050-3517,10 50 53.41,-35 17 44.91,fsrq,2.971,bzcat
5BZQJ1051+2027,10 51 01.37,+20 27 20.01,fsrq,1.036,bzcat
5BZQJ1051-3138,10 51 04.78,-31 38 14.31,fsrq,1.429,bzcat
5BZBJ1051+3943,10 51 25.36,+39 43 25.71,bllac,0.498,bzcat
5BZQJ1051+2119,10 51 48.78,+21 19 52.28,fsrq,1.3,bzcat
5BZBJ1051+0103,10 51 51.83,+01 03 10.79,bllac,0.265,bzcat
5BZQJ1053-0014,10 53 42.22,-00 14 20.18,fsrq,0.676,bzcat
5BZQJ1053+5401,10 53 57.05,+54 01 49.0,fsrq,0.995,bzcat
5BZQJ1054-0713,10 54 41.0,-07 13 26.18,fsrq,1.618,bzcat
5BZQJ1056+7011,10 56 53.62,+70 11 45.88,fsrq,2.492,bzcat
5BZQJ1057-2342,10 57 24.42,-23 42 01.69,fsrq,1.125,bzcat
5BZBJ1057-2754,10 57 50.77,-27 54 10.79,bllac,0.091,bzcat
5BZQJ1057-2509,10 57 54.12,-25 09 29.08,fsrq,0.593,bzcat
5BZQJ1057-2433,10 57 55.4,-24 33 48.88,fsrq,1.086,bzcat
5BZQJ1058-3024,10 58 00.42,-30 24 55.0,fsrq,2.523,bzcat
5BZQJ1058-0309,10 58 11.01,-03 09 27.28,fsrq,0.708,bzcat
5BZQJ1058+8114,10 58 11.53,+81 14 32.71,fsrq,0.706,bzcat
5BZQJ1058+1951,10 58 17.89,+19 51 50.9,fsrq,1.116,bzcat
5BZUJ1058+0133,10 58 29.61,+01 33 58.78,uncertain,0.89,bzcat
5BZBJ1058-8003,10 58 43.31,-80 03 54.21,bllac,0.581,bzcat
5BZQJ1059+2057,10 59 39.04,+20 57 21.99,fsrq,0.392,bzcat
5BZUJ1059+4051,10 59 51.9,+40 51 13.89,uncertain,1.746,bzcat
5BZQJ1100-4249,11 00 50.21,-42 49 14.69,fsrq,3.56,bzcat
5BZQJ1101+7225,11 01 48.81,+72 25 37.09,fsrq,1.462,bzcat
5BZQJ1101+6241,11 01 53.45,+62 41 50.6,fsrq,0.663,bzcat
5BZQJ1102-4404,11 02 04.82,-44 04 22.9,fsrq,0.763,bzcat
5BZQJ1102+2757,11 02 14.28,+27 57 08.71,fsrq,1.861,bzcat
5BZQJ1102+5941,11 02 42.76,+59 41 18.88,fsrq,1.83,bzcat
5BZQJ1103+3014,11 03 13.3,+30 14 42.68,fsrq,0.384,bzcat
5BZQJ1103-3251,11 03 31.53,-32 51 16.7,fsrq,0.355,bzcat
5BZBJ1104+3812,11 04 27.3,+38 12 31.78,bllac,0.03,bzcat
5BZQJ1104-2431,11 04 46.18,-24 31 25.78,fsrq,1.666,bzcat
5BZQJ1104+6038,11 04 53.69,+60 38 55.28,fsrq,1.363,bzcat
5BZQJ1105-3928,11 05 11.08,-39 28 42.09,fsrq,1.611,bzcat
5BZQJ1105-1813,11 05 19.12,-18 13 13.29,fsrq,0.578,bzcat
5BZQJ1106+2812,11 06 07.25,+28 12 47.08,fsrq,0.844,bzcat
5BZQJ1107-4449,11 07 08.69,-44 49 07.6,fsrq,1.598,bzcat
5BZQJ1107+5219,11 07 25.82,+52 19 31.58,fsrq,0.944,bzcat
5BZQJ1107+7232,11 07 41.71,+72 32 35.98,fsrq,2.1,bzcat
5BZQJ1107-3043,11 07 44.13,-30 43 34.89,fsrq,0.74,bzcat
5BZQJ1108+4330,11 08 23.47,+43 30 53.71,fsrq,1.226,bzcat
5BZQJ1108+0811,11 08 37.51,+08 11 01.1,fsrq,1.123,bzcat
5BZBJ1109+3736,11 09 38.5,+37 36 11.7,bllac,0.398,bzcat
5BZQJ1110+4403,11 10 46.34,+44 03 25.88,fsrq,1.693,bzcat
5BZQJ1111+5227,11 11 05.87,+52 27 49.1,fsrq,1.28,bzcat
5BZQJ1111+1530,11 11 18.54,+15 30 33.19,fsrq,0.525,bzcat
5BZBJ1111+3452,11 11 30.89,+34 52 03.39,bllac,0.212,bzcat
5BZQJ1112-3745,11 12 36.81,-37 45 45.21,fsrq,0.979,bzcat
5BZQJ1112+3446,11 12 38.76,+34 46 39.1,fsrq,1.956,bzcat
5BZQJ1113-3549,11 13 01.48,-35 49 48.28,fsrq,1.695,bzcat
5BZQJ1113+1442,11 13 58.69,+14 42 26.99,fsrq,0.869,bzcat
5BZQJ1114-0816,11 14 32.54,-08 16 38.99,fsrq,2.078,bzcat
5BZQJ1114-0247,11 14 39.65,-02 47 31.59,fsrq,1.04,bzcat
5BZUJ1116+0829,11 16 09.96,+08 29 21.98,uncertain,0.486,bzcat
5BZQJ1118-1232,11 18 17.14,-12 32 54.31,fsrq,1.739,bzcat
5BZQJ1118-3054,11 18 20.61,-30 54 58.5,fsrq,2.353,bzcat
5BZQJ1118-4634,11 18 26.95,-46 34 14.98,fsrq,0.713,bzcat
5BZQJ1118+1234,11 18 57.3,+12 34 41.7,fsrq,2.129,bzcat
5BZBJ1119-3047,11 19 39.59,-30 47 20.9,bllac,0.412,bzcat
5BZQJ1119+0410,11 19 42.82,+04 10 27.91,fsrq,0.736,bzcat
5BZQJ1119+1656,11 19 52.43,+16 56 56.9,fsrq,0.949,bzcat
5BZQJ1120-2719,11 20 16.19,-27 19 06.38,fsrq,1.881,bzcat
5BZQJ1120+0704,11 20 38.44,+07 04 47.09,fsrq,1.336,bzcat
5BZQJ1120-1420,11 20 55.56,-14 20 29.9,fsrq,1.114,bzcat
5BZQJ1121-1722,11 21 20.81,-17 22 40.8,fsrq,0.986,bzcat
5BZQJ1121-0553,11 21 25.11,-05 53 56.39,fsrq,1.297,bzcat
5BZQJ1121-0442,11 21 43.11,-04 42 36.1,fsrq,1.73,bzcat
5BZQJ1122-2532,11 22 05.74,-25 32 33.79,fsrq,2.36,bzcat
5BZQJ1122+1805,11 22 29.7,+18 05 26.3,fsrq,1.04,bzcat
5BZQJ1124-1501,11 24 02.57,-15 01 58.9,fsrq,2.561,bzcat
5BZQJ1124+2336,11 24 02.7,+23 36 45.89,fsrq,1.549,bzcat
5BZBJ1125-3557,11 25 31.48,-35 57 03.31,bllac,0.284,bzcat
5BZQJ1125+0001,11 25 42.3,+00 01 01.41,fsrq,1.696,bzcat
5BZQJ1125+2610,11 25 53.7,+26 10 19.99,fsrq,2.341,bzcat
5BZQJ1126+4516,11 26 57.65,+45 16 06.31,fsrq,1.811,bzcat
5BZQJ1127-1857,11 27 04.38,-18 57 17.38,fsrq,1.048,bzcat
5BZQJ1127+5650,11 27 40.13,+56 50 14.78,fsrq,2.89,bzcat
5BZQJ1127+3620,11 27 58.86,+36 20 28.39,fsrq,0.884,bzcat
5BZQJ1128+5925,11 28 13.33,+59 25 14.8,fsrq,1.795,bzcat
5BZUJ1129-4435,11 29 31.72,-44 35 49.88,uncertain,0.317,bzcat
5BZQJ1129-0240,11 29 52.93,-02 40 07.39,fsrq,2.093,bzcat
5BZQJ1130-1449,11 30 07.05,-14 49 27.4,fsrq,1.184,bzcat
5BZQJ1130+3815,11 30 53.28,+38 15 18.5,fsrq,1.733,bzcat
5BZQJ1131+3114,11 31 09.47,+31 14 05.49,fsrq,0.289,bzcat
5BZQJ1131-1628,11 31 36.74,-16 28 33.38,fsrq,0.786,bzcat
5BZQJ1132+0914,11 32 32.68,+09 14 28.1,fsrq,1.575,bzcat
5BZQJ1133+0015,11 33 03.02,+00 15 48.99,fsrq,1.173,bzcat
5BZQJ1133+0040,11 33 20.05,+00 40 52.78,fsrq,1.633,bzcat
5BZQJ1133-0905,11 33 35.99,-09 05 23.38,fsrq,0.992,bzcat
5BZBJ1134-1729,11 34 44.69,-17 29 01.78,bllac,0.571,bzcat
5BZQJ1136-0330,11 36 24.58,-03 30 29.48,fsrq,1.643,bzcat
5BZQJ1136+3407,11 36 27.35,+34 07 39.5,fsrq,1.332,bzcat
5BZBJ1137-1710,11 37 55.61,-17 10 42.09,bllac,0.6,bzcat
5BZQJ1138+4745,11 38 21.13,+47 45 15.4,fsrq,0.77,bzcat
5BZQJ1139-1552,11 39 29.58,-15 52 51.7,fsrq,2.625,bzcat
5BZQJ1140+4622,11 40 47.9,+46 22 04.9,fsrq,0.115,bzcat
5BZQJ1143+1843,11 43 06.03,+18 43 42.81,fsrq,0.374,bzcat
5BZQJ1143+6633,11 43 41.59,+66 33 31.21,fsrq,2.328,bzcat
5BZQJ1145-2250,11 45 22.04,-22 50 31.3,fsrq,1.141,bzcat
5BZQJ1145-6954,11 45 53.62,-69 54 01.79,fsrq,0.244,bzcat
5BZQJ1146-2447,11 46 08.09,-24 47 32.89,fsrq,1.94,bzcat
5BZQJ1146-2859,11 46 26.19,-28 59 18.49,fsrq,0.45,bzcat
5BZQJ1146+5848,11 46 26.9,+58 48 34.3,fsrq,1.982,bzcat
5BZQJ1146+5356,11 46 44.2,+53 56 43.11,fsrq,2.201,bzcat
5BZQJ1146+3958,11 46 58.3,+39 58 34.28,fsrq,1.089,bzcat
5BZQJ1147-6753,11 47 33.4,-67 53 41.78,fsrq,0.21,bzcat
5BZQJ1147-0724,11 47 51.54,-07 24 41.11,fsrq,1.342,bzcat
5BZQJ1147+2635,11 47 59.76,+26 35 42.28,fsrq,0.867,bzcat
5BZQJ1148-0404,11 48 55.87,-04 04 09.58,fsrq,0.34,bzcat
5BZQJ1148+5254,11 48 56.57,+52 54 25.3,fsrq,1.632,bzcat
5BZQJ1150+4332,11 50 16.6,+43 32 05.89,fsrq,3.037,bzcat
5BZQJ1150+0156,11 50 24.78,+01 56 20.29,fsrq,0.706,bzcat
5BZQJ1150-1930,11 50 31.53,-19 30 49.5,fsrq,2.489,bzcat
5BZQJ1150-0023,11 50 43.86,-00 23 54.2,fsrq,1.976,bzcat
5BZQJ1151-1723,11 51 03.19,-17 23 59.78,fsrq,1.751,bzcat
5BZQJ1152-0841,11 52 17.21,-08 41 03.3,fsrq,2.37,bzcat
5BZQJ1152+3209,11 52 27.48,+32 09 59.18,fsrq,0.374,bzcat
5BZQJ1152+4939,11 52 32.87,+49 39 38.8,fsrq,1.093,bzcat
5BZQJ1152-0519,11 52 55.49,-05 19 48.5,fsrq,1.983,bzcat
5BZQJ1153+8058,11 53 12.49,+80 58 29.2,fsrq,1.25,bzcat
5BZQJ1153+0914,11 53 12.54,+09 14 02.29,fsrq,0.696,bzcat
5BZUJ1153+5831,11 53 23.98,+58 31 38.6,uncertain,0.202,bzcat
5BZQJ1153+4931,11 53 24.47,+49 31 08.79,fsrq,0.334,bzcat
5BZQJ1153+4036,11 53 54.65,+40 36 52.59,fsrq,0.916,bzcat
5BZQJ1154+5934,11 54 01.37,+59 34 54.19,fsrq,0.871,bzcat
5BZQJ1154+6022,11 54 04.55,+60 22 20.89,fsrq,1.12,bzcat
5BZQJ1155-3107,11 55 03.16,-31 07 58.69,fsrq,4.3,bzcat
5BZQJ1158+4825,11 58 26.76,+48 25 16.21,fsrq,2.028,bzcat
5BZQJ1159-2142,11 59 21.42,-21 42 44.89,fsrq,0.617,bzcat
5BZQJ1159+2914,11 59 31.82,+29 14 43.79,fsrq,0.729,bzcat
5BZQJ1159-2148,11 59 51.9,-21 48 53.71,fsrq,0.927,bzcat
5BZQJ1202+2756,12 02 34.0,+27 56 26.01,fsrq,0.672,bzcat
5BZQJ1202-0528,12 02 34.21,-05 28 02.49,fsrq,0.381,bzcat
5BZQJ1203+4803,12 03 29.85,+48 03 13.6,fsrq,0.817,bzcat
5BZBJ1203+5430,12 03 31.67,+54 30 08.89,bllac,0.478,bzcat
5BZQJ1203+4510,12 03 35.4,+45 10 49.58,fsrq,1.075,bzcat
5BZQJ1204-5055,12 04 58.91,-50 55 56.6,fsrq,1.083,bzcat
5BZQJ1205-2634,12 05 33.2,-26 34 04.51,fsrq,0.789,bzcat
5BZQJ1205+0053,12 05 48.48,+00 53 43.9,fsrq,0.932,bzcat
5BZQJ1206+2822,12 06 19.64,+28 22 54.58,fsrq,1.507,bzcat
5BZQJ1207+1211,12 07 12.61,+12 11 45.81,fsrq,0.892,bzcat
5BZQJ1207+2754,12 07 27.9,+27 54 58.78,fsrq,2.18,bzcat
5BZQJ1207-0106,12 07 41.68,-01 06 36.68,fsrq,1.006,bzcat
5BZBJ1208-2937,12 08 18.0,-29 37 59.91,bllac,0.249,bzcat
5BZQJ1208+5441,12 08 54.24,+54 41 58.09,fsrq,1.343,bzcat
5BZQJ1209-2406,12 09 02.45,-24 06 20.8,fsrq,1.299,bzcat
5BZBJ1209-2032,12 09 14.6,-20 32 39.01,bllac,0.404,bzcat
5BZQJ1209-4016,12 09 35.23,-40 16 13.11,fsrq,0.966,bzcat
5BZQJ1209+2547,12 09 45.09,+25 47 03.69,fsrq,1.435,bzcat
5BZQJ1209+1810,12 09 51.76,+18 10 06.81,fsrq,0.846,bzcat
5BZBJ1210+3929,12 10 26.67,+39 29 08.98,bllac,0.617,bzcat
5BZBJ1213-2618,12 13 22.99,-26 18 06.98,bllac,0.278,bzcat
5BZQJ1213+1307,12 13 32.15,+13 07 20.6,fsrq,1.139,bzcat
5BZQJ1214+0829,12 14 59.9,+08 29 22.48,fsrq,2.359,bzcat
5BZQJ1215+1654,12 15 03.96,+16 54 37.9,fsrq,1.132,bzcat
5BZQJ1215+4627,12 15 09.95,+46 27 15.08,fsrq,0.72,bzcat
5BZQJ1215+6422,12 15 48.9,+64 22 28.48,fsrq,3.233,bzcat
5BZQJ1215+3448,12 15 55.6,+34 48 15.19,fsrq,0.857,bzcat
5BZBJ1216-0243,12 16 03.26,-02 43 05.69,uncertain,0.359,bzcat
5BZQJ1217+2925,12 17 08.25,+29 25 33.49,fsrq,0.974,bzcat
5BZQJ1217+5835,12 17 11.01,+58 35 26.19,fsrq,2.55,bzcat
5BZQJ1217+3305,12 17 32.53,+33 05 38.4,fsrq,2.606,bzcat
5BZQJ1217+5155,12 17 36.65,+51 55 10.19,fsrq,2.224,bzcat
5BZBJ1217-0029,12 17 58.73,-00 29 46.28,bllac,0.419,bzcat
5BZQJ1219+4829,12 19 06.41,+48 29 56.11,fsrq,1.076,bzcat
5BZQJ1219+6600,12 19 35.79,+66 00 31.78,fsrq,1.266,bzcat
5BZBJ1219-0314,12 19 45.71,-03 14 24.0,bllac,0.299,bzcat
5BZQJ1220+7105,12 20 03.63,+71 05 31.09,fsrq,0.451,bzcat
5BZQJ1220+0203,12 20 11.88,+02 03 42.19,fsrq,0.24,bzcat
5BZQJ1220+3808,12 20 59.22,+38 08 55.6,fsrq,1.108,bzcat
5BZQJ1221-0241,12 21 23.94,-02 41 49.59,fsrq,0.665,bzcat
5BZQJ1221+4411,12 21 27.04,+44 11 29.68,fsrq,1.347,bzcat
5BZQJ1222+0413,12 22 22.54,+04 13 15.7,fsrq,0.966,bzcat
5BZQJ1222+2934,12 22 43.21,+29 34 41.48,fsrq,0.787,bzcat
5BZQJ1223+0650,12 23 54.61,+06 50 02.61,fsrq,1.189,bzcat
5BZQJ1224+5001,12 24 09.9,+50 01 55.48,fsrq,1.062,bzcat
5BZUJ1225+4834,12 25 06.49,+48 34 35.18,uncertain,0.647,bzcat
5BZQJ1226+4340,12 26 57.9,+43 40 58.4,fsrq,2.009,bzcat
5BZQJ1227+4932,12 27 55.72,+49 32 56.0,fsrq,1.348,bzcat
5BZQJ1228+3128,12 28 24.96,+31 28 37.59,fsrq,2.195,bzcat
5BZQJ1228-0304,12 28 36.91,-03 04 39.1,fsrq,1.804,bzcat
5BZQJ1228+3706,12 28 47.41,+37 06 11.98,fsrq,1.517,bzcat
5BZQJ1228+4858,12 28 51.77,+48 58 01.3,fsrq,1.719,bzcat
5BZQJ1229+0203,12 29 06.7,+02 03 08.6,fsrq,0.158,bzcat
5BZQJ1229+0423,12 29 16.3,+04 23 21.01,fsrq,1.027,bzcat
5BZQJ1230-1139,12 30 55.56,-11 39 09.79,fsrq,3.528,bzcat
5BZQJ1231+0418,12 31 27.59,+04 18 01.9,fsrq,1.03,bzcat
5BZQJ1232-0224,12 32 00.0,-02 24 05.29,fsrq,1.043,bzcat
5BZQJ1232+4821,12 32 34.79,+48 21 33.01,fsrq,1.588,bzcat
5BZQJ1233-0031,12 33 04.06,-00 31 34.28,fsrq,0.471,bzcat
5BZQJ1233-1025,12 33 13.13,-10 25 18.8,fsrq,2.394,bzcat
5BZQJ1234+4753,12 34 13.32,+47 53 51.21,fsrq,0.374,bzcat
5BZBJ1234-3856,12 34 17.15,-38 56 35.08,bllac,0.236,bzcat
5BZQJ1235+3621,12 35 05.81,+36 21 19.29,fsrq,1.6,bzcat
5BZBJ1235-1403,12 35 11.18,-14 03 23.39,bllac,0.407,bzcat
5BZQJ1238-1159,12 38 07.39,-11 59 24.0,fsrq,1.32,bzcat
5BZUJ1239+0730,12 39 24.59,+07 30 17.2,uncertain,0.4,bzcat
5BZQJ1239-1023,12 39 43.06,-10 23 28.71,fsrq,0.751,bzcat
5BZQJ1242+3751,12 42 51.36,+37 51 00.0,fsrq,1.317,bzcat
5BZQJ1243-2943,12 43 10.66,-29 43 22.51,fsrq,1.135,bzcat
5BZQJ1243-3941,12 43 34.15,-39 41 52.51,fsrq,1.387,bzcat
5BZQJ1243+7442,12 43 45.02,+74 42 37.11,fsrq,0.782,bzcat
5BZQJ1243+4043,12 43 55.78,+40 43 58.51,fsrq,1.518,bzcat
5BZBJ1244+0444,12 44 25.29,+04 44 59.6,bllac,0.4,bzcat
5BZQJ1245+4346,12 45 59.99,+43 46 26.9,fsrq,1.15,bzcat
5BZQJ1246-0730,12 46 04.23,-07 30 46.58,fsrq,1.286,bzcat
5BZQJ1246-2547,12 46 46.79,-25 47 49.3,fsrq,0.635,bzcat
5BZQJ1247+1022,12 47 47.33,+10 22 31.58,fsrq,1.382,bzcat
5BZQJ1248-0632,12 48 22.98,-06 32 09.81,fsrq,0.762,bzcat
5BZBJ1248+0830,12 48 25.9,+08 30 20.98,bllac,0.43,bzcat
5BZQJ1248-4559,12 48 28.5,-45 59 47.18,fsrq,1.02,bzcat
5BZQJ1251-1717,12 51 14.47,-17 17 13.19,fsrq,0.606,bzcat
5BZBJ1251-2958,12 51 34.88,-29 58 42.88,bllac,0.382,bzcat
5BZQJ1251-3518,12 51 39.23,-35 18 39.59,fsrq,0.41,bzcat
5BZQJ1252+6451,12 52 23.79,+64 51 38.01,fsrq,0.312,bzcat
5BZQJ1252-3319,12 52 58.39,-33 19 59.59,fsrq,0.856,bzcat
5BZQJ1253-4059,12 53 59.52,-40 59 30.69,fsrq,4.464,bzcat
5BZQJ1254-2000,12 54 37.25,-20 00 56.48,fsrq,0.959,bzcat
5BZQJ1254+1141,12 54 38.35,+11 41 05.89,fsrq,0.872,bzcat
5BZQJ1255+1817,12 55 31.74,+18 17 50.89,fsrq,1.366,bzcat
5BZUJ1256-2155,12 56 25.5,-21 55 21.28,uncertain,0.129,bzcat
5BZUJ1257+0024,12 57 03.11,+00 24 35.99,uncertain,1.259,bzcat
5BZBJ1257+2412,12 57 31.92,+24 12 40.1,bllac,0.141,bzcat
5BZQJ1257+3229,12 57 57.23,+32 29 29.29,fsrq,0.805,bzcat
5BZQJ1257-3155,12 57 59.05,-31 55 16.89,fsrq,1.924,bzcat
5BZQJ1258-1800,12 58 38.29,-18 00 03.09,fsrq,1.956,bzcat
5BZBJ1258-0447,12 58 48.04,-04 47 45.09,uncertain,0.586,bzcat
5BZQJ1258-2219,12 58 54.47,-22 19 31.11,fsrq,1.303,bzcat
5BZUJ1259-2310,12 59 08.45,-23 10 38.71,uncertain,0.481,bzcat
5BZQJ1259-2436,12 59 12.63,-24 36 05.5,fsrq,2.263,bzcat
5BZQJ1300+1417,13 00 20.9,+14 17 18.49,fsrq,1.106,bzcat
5BZQJ1300+2830,13 00 28.53,+28 30 10.18,fsrq,0.649,bzcat
5BZQJ1300+5029,13 00 41.25,+50 29 36.81,fsrq,1.561,bzcat
5BZQJ1300-3253,13 00 42.45,-32 53 12.08,fsrq,1.256,bzcat
5BZUJ1301-3226,13 01 00.79,-32 26 28.6,uncertain,0.017,bzcat
5BZQJ1301+3337,13 01 29.15,+33 37 00.3,fsrq,1.009,bzcat
5BZUJ1302+5748,13 02 52.47,+57 48 37.58,uncertain,1.088,bzcat
5BZQJ1303-4621,13 03 40.27,-46 21 02.3,fsrq,1.664,bzcat
5BZQJ1304-0346,13 04 43.66,-03 46 02.38,fsrq,1.25,bzcat
5BZQJ1305-1033,13 05 33.01,-10 33 19.4,fsrq,0.286,bzcat
5BZQJ1306+4741,13 06 29.94,+47 41 32.49,fsrq,2.523,bzcat
5BZQJ1307-3207,13 07 15.17,-32 07 58.51,fsrq,1.211,bzcat
