id , Source name , Other name , RA (J2000.0) , Dec (J2000.0) , LII , BII , Redshift , Rmag , Source classification , Flux density 1.4/0.843GHz(mJy) , Flux density143GHz(mJy) , X-ray flux0.1-2.4 keV(1.e-12 cgs) , Comment on redshift , Comment on rmag , Commenton radio flux , Fermi flux1-100 GeV(ph/cm2/s) , aro-aox-arx
793 , "5BZQJ0541+5312 " , "S4 0537+53 " , "05 41 16.17" , "+53 12 24.8" , "158.62" , "11.8" , 1.275 , 17.9 , 7211 , 652 , 0 , 0.09 , ". " , " " , " " , 0 , 0.631
794 , "5BZQJ0541-0541 " , "1Jy0539-057 " , "05 41 38.08" , "-05 41 49.41" , "210.05" , "-18.11" , 0.838 , 20.8 , 7211 , 860 , 0 , 0.2 , ". " , " " , " " , 1.4e-9 , 0.887
795 , "5BZBJ0543-5532 " , "1FGL_J0543.8-553" , "05 43 57.2" , "-55 32 07.4" , "263.51" , "-31.48" , 0.273 , 16.5 , 7300 , 41 , 0 , 9.04 , ". " , " " , " " , 1.9e-9 , 0.282
796 , "5BZQJ0544-2241 " , "1WGAJ0544.1-2241" , "05 44 07.56" , "-22 41 09.99" , "227" , "-24.44" , 1.537 , 14.6 , 7211 , 133 , 0 , 0.33 , ". " , " " , " " , 0 , 0.317
797 , "5BZQJ0546-6415 " , "1RXSJ054641.2-64" , "05 46 41.83" , "-64 15 21.88" , "273.73" , "-31.24" , 0.323 , 15.3 , 7211 , 119 , 0 , 3.06 , ". " , " " , " " , 0 , 0.396
798 , "5BZBJ0546-2204 " , "1WGAJ0546.9-2204" , "05 46 56.76" , "-22 04 55.7" , "226.64" , "-23.61" , 0.247 , 17.7 , 7390 , 12 , 0 , 0.45 , ". " , " " , " " , 0 , 0.282
799 , "5BZQJ0547-6728 " , "68.10972.36 " , "05 47 50.22" , "-67 28 01.7" , "277.47" , "-30.98" , 1.01 , 16.4 , 7211 , 13 , 0 , 0.38 , ". " , " " , " " , 0 , 0.311
800 , "5BZQJ0549-5246 " , "CRATESJ054942-52" , "05 49 43.8" , "-52 46 26.0" , "260.38" , "-30.42" , 0.447 , 18.9 , 7211 , 140 , 166 , 0.59 , ". " , " " , " " , 0 , 0.616
801 , "5BZQJ0550-5732 " , "PKS0549-575 " , "05 50 09.54" , "-57 32 24.28" , "265.9" , "-30.73" , 2.001 , 18.8 , 7211 , 368 , 603 , 0.63 , ". " , " " , " " , 0 , 0.706
802 , "5BZGJ0550-3216 " , "PKS 0548-322 " , "05 50 40.56" , "-32 16 17.29" , "237.56" , "-26.15" , 0.069 , 13.1 , 7309 , 345 , 0 , 26.3 , ". " , " " , " " , 0 , 0.192
803 , "5BZQJ0551-1909 " , "BZQJ0551-1909 " , "05 51 55.26" , "-19 09 20.98" , "224.17" , "-21.44" , 0.73 , 19.9 , 7211 , 81 , 0 , 0.27 , ". " , " " , " " , 0 , 0.704
804 , "5BZBJ0553-2034 " , "1RXSJ055332.2-20" , "05 53 33.1" , "-20 34 18.69" , "225.73" , "-21.63" , 0 , 18.2 , 7300 , 233 , 0 , 0.68 , ". " , " " , " " , 0 , 0.567
805 , "5BZQJ0554+6857 " , "GB6B0548+6857 " , "05 54 00.81" , "+68 57 54.39" , "144.68" , "20.26" , 1.373 , 19.7 , 7211 , 97 , 0 , 0 , ". " , " " , " " , 0 , 0.659
806 , "5BZQJ0555+3948 " , "B20552+39A " , "05 55 30.8" , "+39 48 49.21" , "171.64" , "7.28" , 2.365 , 18.1 , 7211 , 1517 , 719 , 0.65 , " ? " , " " , " " , 0 , 0.664
807 , "5BZBJ0556-4351 " , "-- " , "05 56 18.73" , "-43 51 46.0" , "250.48" , "-27.96" , 0 , 19.1 , 7300 , 28 , 0 , 0 , ". " , " " , " " , 6e-10 , 0.505
808 , "5BZQJ0557+2413 " , "GB6J0557+2413 " , "05 57 04.71" , "+24 13 55.3" , "185.35" , "-0.21" , 3.228 , 20.7 , 7211 , 830 , 0 , 0 , ". " , " " , " " , 0 , 0.644
809 , "5BZQJ0558-1317 " , "PKS 0555-132 " , "05 58 02.54" , "-13 17 41.2" , "219.09" , "-17.75" , 1.725 , 18.9 , 7211 , 947 , 0 , 0 , ". " , " " , " " , 0 , 0.741
810 , "5BZBJ0558-3838 " , "EXO0556.4-3838 " , "05 58 06.1" , "-38 38 29.5" , "244.86" , "-26.43" , 0.302 , 16.1 , 7300 , 105 , 0 , 7 , ". " , " " , " " , 7e-10 , 0.328
811 , "5BZBJ0558-7459 " , "PKS 0600-749 " , "05 58 46.03" , "-74 59 05.2" , "286.07" , "-29.54" , 0 , 16.1 , 7300 , 243 , 0 , 0.17 , ". " , " " , " " , 7e-10 , 0.44
812 , "5BZQJ0559-4529 " , "PKS0557-454 " , "05 59 11.55" , "-45 29 40.2" , "252.41" , "-27.79" , 0.687 , 19.1 , 7211 , 384 , 276 , 0.21 , ". " , " " , " " , 0 , 0.742
813 , "5BZQJ0559+5804 " , "S4 0554+58 " , "05 59 13.38" , "+58 04 03.39" , "155.4" , "16.3" , 0.904 , 19.1 , 7211 , 392 , 0 , 0 , ". " , " " , " " , 0 , 0.739
814 , "5BZQJ0600-3937 " , "CRATESJ060032-39" , "06 00 31.38" , "-39 37 02.38" , "246.04" , "-26.23" , 1.661 , 18.9 , 7211 , 461 , 239 , 1.98 , ". " , " " , " " , 0 , 0.75
815 , "5BZBJ0601+3838 " , "B2.3 0557+38 " , "06 01 02.86" , "+38 38 29.18" , "173.2" , "7.65" , 0 , 19.8 , 7300 , 704 , 0 , 0.06 , ". " , " " , " " , 7e-10 , 0.638
816 , "5BZQJ0601-7036 " , "PKS 0601-70 " , "06 01 11.18" , "-70 36 08.78" , "281.03" , "-29.64" , 2.409 , 18.5 , 7211 , 212 , 371 , 0.11 , ". " , " " , " " , 3.6e-9 , 0.63
817 , "5BZQJ0601+2324 " , "GB6B0558+2324 " , "06 01 47.35" , "+23 24 53.49" , "186.59" , "0.32" , 0.274 , 21.4 , 7211 , 286 , 0 , 0 , ". " , " " , " " , 0 , 0.631
818 , "5BZQJ0601-2736 " , "CRATESJ060149-27" , "06 01 48.71" , "-27 36 21.99" , "233.54" , "-22.39" , 1.664 , 18.5 , 7211 , 151 , 0 , 0.14 , ". " , " " , " " , 0 , 0.616
819 , "5BZQJ0601-2004 " , "1FGL_J0600.5-200" , "06 01 52.83" , "-20 04 45.19" , "226.04" , "-19.63" , 1.216 , 19.8 , 7211 , 63 , 0 , 0 , ". " , " " , " " , 7e-10 , 0.663
820 , "5BZQJ0603+1742 " , "GB6J0603+1742 " , "06 03 09.12" , "+17 42 16.81" , "191.72" , "-2.22" , 1.738 , 19.2 , 7211 , 468 , 0 , 0.06 , ". " , " " , " " , 0 , 0.452
821 , "5BZQJ0603-1716 " , "PKS0601-172 " , "06 03 57.72" , "-17 16 28.19" , "223.52" , "-18.08" , 2.711 , 20 , 7211 , 318 , 0 , 0 , ". " , " " , " " , 0 , 0.749
822 , "5BZBJ0604-4817 " , "2FGLJ0604.2-4817" , "06 04 08.64" , "-48 17 25.4" , "255.69" , "-27.51" , 0 , 17.3 , 7300 , 32 , 0 , 3.1 , ". " , " " , " " , 7e-10 , 0.336
823 , "5BZQJ0604-4225 " , "PKS0602-424 " , "06 04 25.17" , "-42 25 30.1" , "249.28" , "-26.2" , 0.611 , 20.6 , 7211 , 253 , 0 , 0.33 , ". " , " " , " " , 0 , 0.845
824 , "5BZQJ0604+2429 " , "B2.2 0601+24 " , "06 04 55.12" , "+24 29 54.99" , "186" , "1.48" , 1.133 , 18.1 , 7211 , 837 , 0 , 0 , ". " , " " , " " , 0 , 0.486
825 , "5BZQJ0606-0724 " , "CRATESJ060644-07" , "06 06 43.55" , "-07 24 30.2" , "214.52" , "-13.3" , 1.277 , 19.4 , 7211 , 214 , 0 , 0 , ". " , " " , " " , 0 , 0.631
826 , "5BZQJ0606-0024 " , "CRATESJ060656-00" , "06 06 57.42" , "-00 24 57.7" , "208.18" , "-10.08" , 1.028 , 19.6 , 7211 , 134 , 0 , 0.15 , ". " , " " , " " , 0 , 0.582
827 , "5BZBJ0607-2518 " , "SHBLJ060714.2-25" , "06 07 14.38" , "-25 18 59.5" , "231.7" , "-20.44" , 0.275 , 17.7 , 7300 , 12 , 0 , 1.91 , ". " , " " , " " , 0 , 0.336
828 , "5BZBJ0607+4739 " , "GB6J0607+4739 " , "06 07 23.24" , "+47 39 46.9" , "165.62" , "12.86" , 0 , 16.6 , 7390 , 381 , 0 , 0.39 , ". " , " " , " " , 2.2e-9 , 0.419
829 , "5BZQJ0607+6720 " , "S40602+673 " , "06 07 52.67" , "+67 20 55.39" , "146.8" , "20.85" , 1.97 , 20.2 , 7211 , 423 , 0 , 0.33 , ". " , " " , " " , 0 , 0.827
830 , "5BZQJ0607-0834 " , "OH-10 " , "06 07 59.7" , "-08 34 50.01" , "215.75" , "-13.53" , 0.87 , 15.5 , 7211 , 1905 , 1239 , 0.24 , ". " , " " , " " , 1.8e-9 , 0.528
831 , "5BZUJ0608-1520 " , "CRATESJ060802-15" , "06 08 01.52" , "-15 20 36.99" , "222.09" , "-16.4" , 1.094 , 20.5 , 7900 , 279 , 0 , 0.15 , ". " , " " , " " , 2.3e-9 , 0.695
832 , "5BZQJ0608-2220 " , "PKS0606-223 " , "06 08 59.69" , "-22 20 20.9" , "228.92" , "-18.96" , 1.926 , 20.5 , 7211 , 678 , 456 , 0.12 , ". " , " " , " " , 0 , 0.89
833 , "5BZBJ0609-0247 " , "1RXSJ060915.4-02" , "06 09 15.05" , "-02 47 54.6" , "210.6" , "-10.66" , 0 , 16.9 , 7300 , 62 , 0 , 0.31 , ". " , " " , " " , 1e-9 , 0.276
834 , "5BZQJ0609-0615 " , "1FGL_J0608.1-063" , "06 09 39.94" , "-06 15 05.79" , "213.79" , "-12.13" , 2.219 , 19.8 , 7211 , 101 , 0 , 0 , ". " , " " , " " , 2e-10 , 0.591
835 , "5BZQJ0609-1542 " , "PKS0607-15 " , "06 09 40.95" , "-15 42 40.71" , "222.61" , "-16.19" , 0.324 , 15.3 , 7211 , 2742 , 1663 , 0.87 , ". " , " " , " " , 0 , 0.546
836 , "5BZBJ0610-1847 " , "2FGLJ0609.6-1847" , "06 10 17.88" , "-18 47 40.09" , "225.61" , "-17.3" , 0 , 17.3 , 7300 , 128 , 0 , 0.38 , ". " , " " , " " , 6e-10 , 0.522
837 , "5BZQJ0610-6058 " , "1RXSJ061030.5-60" , "06 10 30.3" , "-60 58 38.09" , "270.06" , "-28.39" , 1.773 , 20.1 , 7211 , 350 , 0 , 0.21 , ". " , " " , " " , 5e-10 , 0.816
838 , "5BZQJ0610-2301 " , "CRATESJ061037-23" , "06 10 38.79" , "-23 01 45.8" , "229.75" , "-18.87" , 2.854 , 18.8 , 7211 , 361 , 0 , 0 , ". " , " " , " " , 0 , 0.692
839 , "5BZQJ0612-4337 " , "PKS0610-436 " , "06 12 28.61" , "-43 37 48.39" , "250.97" , "-25.07" , 3.461 , 17.1 , 7211 , 300 , 0 , 0.35 , ". " , " " , " " , 0 , 0.529
840 , "5BZQJ0612-3138 " , "PKS0610-316 " , "06 12 29.65" , "-31 38 58.19" , "238.49" , "-21.56" , 0.873 , 17.9 , 7211 , 613 , 0 , 0.24 , ". " , " " , " " , 0 , 0.7
841 , "5BZBJ0612+4122 " , "S4 0609+41 " , "06 12 51.18" , "+41 22 37.41" , "171.81" , "10.92" , 0 , 16.3 , 7300 , 248 , 0 , 0.25 , ". " , " " , " " , 3.6e-9 , 0.402
842 , "5BZBJ0613+7107 " , "MS0607.9+7108 " , "06 13 43.32" , "+71 07 26.68" , "143.15" , "22.6" , 0.267 , 19.1 , 7300 , 25 , 0 , 0.39 , ". " , " " , " " , 0 , 0.511
843 , "5BZQJ0613+1306 " , "CC 197-02.2 " , "06 13 57.68" , "+13 06 45.39" , "197" , "-2.16" , 0.745 , 19.5 , 7211 , 545 , 0 , 0.22 , ". " , " " , " " , 0 , 0.461
844 , "5BZQJ0614-2536 " , "TEX0612-255 " , "06 14 17.21" , "-25 36 53.49" , "232.61" , "-19.07" , 2.15 , 19 , 7211 , 419 , 0 , 0 , ". " , " " , " " , 0 , 0.738
845 , "5BZQJ0614+6046 " , "OH 617 " , "06 14 23.87" , "+60 46 21.79" , "153.6" , "19.14" , 2.702 , 18.8 , 7211 , 1182 , 0 , 0 , ". " , " " , " " , 0 , 0.787
846 , "5BZBJ0615-3117 " , "PKS0613-312 " , "06 15 19.24" , "-31 17 21.51" , "238.34" , "-20.87" , 0 , 18.8 , 7300 , 173 , 0 , 0.16 , ". " , " " , " " , 0 , 0.635
847 , "5BZQJ0617-2200 " , "CGRaBSJ0617-2200" , "06 17 02.04" , "-22 00 28.11" , "229.35" , "-17.12" , 2.316 , 17.8 , 7211 , 216 , 0 , 0 , ". " , " " , " " , 0 , 0.568
848 , "5BZBJ0617+5701 " , "GB6B0612+5702 " , "06 17 16.91" , "+57 01 16.39" , "157.42" , "18.09" , 0 , 17 , 7300 , 463 , 0 , 0.31 , ". " , " " , " " , 1.2e-9 , 0.485
849 , "5BZGJ0617-1715 " , "2FGLJ0617.6-1716" , "06 17 33.41" , "-17 15 24.8" , "224.87" , "-15.1" , 0.098 , 14.1 , 7309 , 364 , 0 , 0.11 , ". " , " " , " " , 1.4e-9 , 0.27
850 , "5BZQJ0617+7816 " , "1WGAJ0618.0+7816" , "06 17 56.94" , "+78 16 07.39" , "135.73" , "24.84" , 1.43 , 19.8 , 7211 , 157 , 0 , 0.32 , ". " , " " , " " , 0 , 0.707
851 , "5BZQJ0618+4620 " , "BZQJ0618+4620 " , "06 18 08.22" , "+46 20 16.0" , "167.66" , "13.94" , 0.607 , 19.6 , 7211 , 64 , 258 , 0.14 , ". " , " " , " " , 0 , 0.628
852 , "5BZQJ0618-7843 " , "PKS 0621-786 " , "06 18 30.09" , "-78 43 02.2" , "290.24" , "-28.18" , 0.942 , 17 , 7211 , 214 , 0 , 0.36 , ". " , " " , " " , 0 , 0.549
853 , "5BZUJ0619-1140 " , "TEX0616-116 " , "06 19 04.09" , "-11 40 54.91" , "219.83" , "-12.42" , 0.97 , 21.5 , 7900 , 508 , 233 , 0.08 , " ? " , " " , " " , 0 , 0.787
854 , "5BZUJ0620-2515 " , "PKS 0618-252 " , "06 20 32.11" , "-25 15 17.49" , "232.82" , "-17.63" , 1.9 , 18.5 , 7900 , 1214 , 337 , 0 , " ? " , " " , " " , 0 , 0.686
855 , "5BZBJ0621+1747 " , "1RXSJ062148.1+17" , "06 21 47.75" , "+17 47 35.08" , "193.77" , "1.72" , 0 , 18.6 , 7300 , 12 , 0 , 1.32 , ". " , " " , " " , 0 , 0.108
856 , "5BZBJ0621-3411 " , "SHBLJ062150.0-34" , "06 21 49.68" , "-34 11 49.41" , "241.76" , "-20.56" , 0.529 , 20.2 , 7300 , 8 , 0 , 1.84 , ". " , " " , " " , 0 , 0.518
857 , "5BZUJ0621+3750 " , "1FGL_J0622.2+375" , "06 21 57.63" , "+37 50 57.01" , "175.83" , "10.93" , 0 , 20 , 7900 , 44 , 0 , 0 , ". " , " " , " " , 1.8e-9 , 0.48
858 , "5BZQJ0622-1927 " , "CRATESJ062230-19" , "06 22 28.54" , "-19 27 18.21" , "227.45" , "-14.94" , 2.19 , 18 , 7211 , 133 , 0 , 0 , ". " , " " , " " , 0 , 0.522
859 , "5BZUJ0622+3326 " , "GC0619+33 " , "06 22 52.21" , "+33 26 10.39" , "179.93" , "9.14" , 1.062 , 18.3 , 7900 , 240 , 260 , 0.21 , ". " , " " , " " , 4e-9 , 0.486
860 , "5BZQJ0623-6436 " , "IRASL06229-643 " , "06 23 07.68" , "-64 36 20.8" , "274.31" , "-27.33" , 0.129 , 13.7 , 7211 , 274 , 529 , 5.34 , ". " , " " , " " , 0 , 0.327
861 , "5BZQJ0623-4413 " , "PKS 0622-441 " , "06 23 31.79" , "-44 13 02.49" , "252.16" , "-23.3" , 0.688 , 16.6 , 7211 , 766 , 0 , 0.69 , ". " , " " , " " , 0 , 0.571
862 , "5BZBJ0623-5257 " , "MS0622.5-5256 " , "06 23 37.86" , "-52 57 56.01" , "261.49" , "-25.4" , 0 , 17.7 , 7300 , 47 , 0 , 0.42 , ". " , " " , " " , 0 , 0.404
863 , "5BZQJ0624+3856 " , "S40620+389 " , "06 24 19.01" , "+38 56 48.69" , "175.02" , "11.82" , 3.469 , 19.3 , 7211 , 808 , 0 , 0.29 , ". " , " " , " " , 0 , 0.74
864 , "5BZBJ0624-3230 " , "1WGAJ0624.7-3230" , "06 24 45.05" , "-32 30 55.29" , "240.3" , "-19.41" , 0.252 , 19.7 , 7300 , 42 , 0 , 0.75 , ". " , " " , " " , 0 , 0.692
865 , "5BZBJ0625+4440 " , "GB6B0621+4441 " , "06 25 18.27" , "+44 40 01.59" , "169.77" , "14.39" , 0 , 17.3 , 7300 , 122 , 0 , 1.16 , ". " , " " , " " , 8e-10 , 0.522
866 , "5BZQJ0625-5438 " , "1WGAJ0625.8-5438" , "06 25 52.21" , "-54 38 51.0" , "263.38" , "-25.43" , 2.051 , 19 , 7211 , 281 , 0 , 0.12 , ". " , " " , " " , 0 , 0.705
867 , "5BZBJ0628-6248 " , "2FGLJ0628.9-6246" , "06 28 57.48" , "-62 48 44.71" , "272.4" , "-26.46" , 0 , 19.9 , 7300 , 528 , 0 , 0 , ". " , " " , " " , 6e-10 , 0.88
868 , "5BZBJ0629-1959 " , "PKS0627-199 " , "06 29 23.76" , "-19 59 19.71" , "228.63" , "-13.67" , 0 , 20.1 , 7300 , 677 , 487 , 0.17 , ". " , " " , " " , 2.5e-9 , 0.808
869 , "5BZQJ0630-1323 " , "TEX0628-133 " , "06 30 53.89" , "-13 23 34.51" , "222.67" , "-10.56" , 1.021 , 18.6 , 7211 , 410 , 0 , 0 , ". " , " " , " " , 0 , 0.619
870 , "5BZBJ0630-2406 " , "1RXSJ063059.7-24" , "06 30 59.51" , "-24 06 46.18" , "232.68" , "-15" , 0 , 16 , 7300 , 105 , 0 , 1.12 , ". " , " " , " " , 3.4e-9 , 0.349
871 , "5BZQJ0631-4154 " , "PKS 0629-418 " , "06 31 11.99" , "-41 54 26.89" , "250.22" , "-21.29" , 1.416 , 18.9 , 7211 , 685 , 343 , 0 , ". " , " " , " " , 0 , 0.765
872 , "5BZQJ0631-1410 " , "BZQJ0631-1410 " , "06 31 20.22" , "-14 10 31.79" , "223.44" , "-10.8" , 1.017 , 20.2 , 7211 , 467 , 0 , 0 , ". " , " " , " " , 0 , 0.754
873 , "5BZQJ0631+5311 " , "S4 0627+53 " , "06 31 34.72" , "+53 11 27.6" , "161.96" , "18.59" , 2.204 , 19.5 , 7211 , 757 , 0 , 0 , ". " , " " , " " , 0 , 0.799
874 , "5BZQJ0632-5404 " , "1WGAJ0631.9-5404" , "06 32 01.15" , "-54 04 57.5" , "262.99" , "-24.43" , 0.193 , 16.8 , 7211 , 171 , 0 , 2.15 , ". " , " " , " " , 0 , 0.473
875 , "5BZQJ0632-2614 " , "PKS 0630-262 " , "06 32 06.52" , "-26 14 12.8" , "234.81" , "-15.6" , 0.717 , 19.3 , 7211 , 432 , 0 , 0 , ". " , " " , " " , 0 , 0.734
876 , "5BZQJ0632+3200 " , "GB6B0629+3203 " , "06 32 30.77" , "+32 00 53.6" , "182.13" , "10.34" , 1.831 , 19.6 , 7211 , 46 , 0 , 0 , ". " , " " , " " , 0 , 0.519
877 , "5BZQJ0633-2223 " , "PMNJ0633-2223 " , "06 33 26.76" , "-22 23 22.7" , "231.29" , "-13.79" , 1.508 , 18.3 , 7211 , 358 , 0 , 0 , ". " , " " , " " , 0 , 0.652
878 , "5BZBJ0635-2620 " , "CRATESJ063521-26" , "06 35 20.9" , "-26 20 39.91" , "235.21" , "-14.97" , 0 , 19.1 , 7300 , 0 , 249 , 0 , ". " , " " , " " , 0 , 0.708
879 , "5BZQJ0635-7516 " , "PKS0637-75 " , "06 35 46.5" , "-75 16 16.78" , "286.36" , "-27.17" , 0.653 , 15.7 , 7211 , 5283 , 2868 , 2.84 , ". " , " " , " " , 1.7e-9 , 0.687
880 , "5BZQJ0636-2113 " , "MC1 0633-211 " , "06 36 00.59" , "-21 13 12.21" , "230.44" , "-12.76" , 1.883 , 19.5 , 7211 , 201 , 0 , 0 , ". " , " " , " " , 0 , 0.653
881 , "5BZBJ0639-3346 " , "PKS0637-337 " , "06 39 20.89" , "-33 46 00.08" , "242.69" , "-17.01" , 0 , 20.8 , 7390 , 264 , 0 , 0 , ". " , " " , " " , 0 , 0.868
882 , "5BZQJ0639+7324 " , "S50633+734 " , "06 39 21.95" , "+73 24 57.99" , "141.27" , "25.06" , 1.85 , 18 , 7211 , 903 , 898 , 0.5 , ". " , " " , " " , 6e-10 , 0.715
883 , "5BZQJ0642+6758 " , "S4 0636+68 " , "06 42 04.26" , "+67 58 35.61" , "147.17" , "24.14" , 3.18 , 16.1 , 7211 , 192 , 0 , 0.19 , ". " , " " , " " , 0 , 0.424
884 , "5BZQJ0642-6150 " , "CRATESJ064245-61" , "06 42 46.99" , "-61 50 08.69" , "271.65" , "-24.71" , 1.223 , 19.3 , 7211 , 247 , 0 , 0 , ". " , " " , " " , 0 , 0.693
885 , "5BZGJ0643+4214 " , "1RXSJ064326.5+42" , "06 43 26.76" , "+42 14 18.81" , "173.42" , "16.47" , 0.089 , 14.9 , 7309 , 98 , 0 , 10.6 , ". " , " " , " " , 0 , 0.151
886 , "5BZQJ0644-3459 " , "1Jy0642-349 " , "06 44 25.27" , "-34 59 41.89" , "244.28" , "-16.49" , 2.165 , 17.3 , 7211 , 718 , 0 , 0 , ". " , " " , " " , 0 , 0.621
887 , "5BZQJ0644+3914 " , "S4 0641+39 " , "06 44 53.7" , "+39 14 47.5" , "176.41" , "15.59" , 1.266 , 19.2 , 7211 , 443 , 0 , 0.11 , ". " , " " , " " , 0 , 0.721
888 , "5BZUJ0645+6024 " , "1RXSJ064501.6+60" , "06 45 01.56" , "+60 24 45.0" , "155.24" , "22.59" , 0.832 , 17.6 , 7900 , 561 , 0 , 0.53 , ". " , " " , " " , 9e-10 , 0.526
889 , "5BZQJ0646-3903 " , "PKS0644-390 " , "06 46 30.91" , "-39 03 39.09" , "248.4" , "-17.59" , 0.681 , 18.4 , 7211 , 290 , 0 , 0 , ". " , " " , " " , 0 , 0.637
890 , "5BZQJ0646+4451 " , "S40642+449 " , "06 46 32.03" , "+44 51 16.59" , "171.08" , "17.94" , 3.396 , 18.3 , 7211 , 452 , 979 , 0.39 , ". " , " " , " " , 0 , 0.63
891 , "5BZQJ0648-4347 " , "PKS0646-437 " , "06 48 13.42" , "-43 47 15.61" , "253.18" , "-18.94" , 1.029 , 16.9 , 7211 , 265 , 0 , 0.32 , ". " , " " , " " , 0 , 0.502
892 , "5BZQJ0648-3044 " , "1Jy0646-306 " , "06 48 14.1" , "-30 44 19.71" , "240.53" , "-14.11" , 1.153 , 18.8 , 7211 , 898 , 0 , 0.19 , ". " , " " , " " , 0 , 0.741
893 , "5BZQJ0648-1744 " , "MC 0646-176 " , "06 48 28.49" , "-17 44 05.49" , "228.5" , "-8.62" , 1.232 , 18.6 , 7211 , 1046 , 0 , 0 , ". " , " " , " " , 1.3e-9 , 0.678
894 , "5BZBJ0648+1516 " , "GB6J0648+1516 " , "06 48 47.64" , "+15 16 24.81" , "198.98" , "6.32" , 0.179 , 16.2 , 7300 , 64 , 0 , 6.38 , ". " , " " , " " , 1.6e-9 , 0.268
895 , "5BZQJ0649-5920 " , "CGRaBSJ0649-5920" , "06 49 28.61" , "-59 20 28.6" , "269.19" , "-23.34" , 2.272 , 19.5 , 7211 , 21 , 0 , 0 , ". " , " " , " " , 0 , 0.518
896 , "5BZQJ0650+6001 " , "S40646+600 " , "06 50 31.25" , "+60 01 44.61" , "155.84" , "23.15" , 0.455 , 19.8 , 7211 , 472 , 0 , 0 , ". " , " " , " " , 0 , 0.847
897 , "5BZBJ0650+2502 " , "1ES0647+250 " , "06 50 46.48" , "+25 02 59.6" , "190.28" , "10.99" , 0.203 , 16.3 , 7300 , 96 , 0 , 13 , " ? " , " " , " " , 1.8e-9 , 0.324
898 , "5BZQJ0650+5616 " , "CRATESJ065047+56" , "06 50 48.15" , "+56 16 34.49" , "159.77" , "22.2" , 1.427 , 18.5 , 7211 , 198 , 0 , 0 , ". " , " " , " " , 0 , 0.63
899 , "5BZQJ0653+3705 " , "S40650+371 " , "06 53 58.27" , "+37 05 40.59" , "179.19" , "16.43" , 1.982 , 18 , 7211 , 799 , 0 , 0 , ". " , " " , " " , 0 , 0.698
900 , "5BZQJ0654+5042 " , "1FGL_J0654.4+504" , "06 54 22.08" , "+50 42 23.9" , "165.68" , "21.1" , 1.253 , 0 , 7211 , 198 , 0 , 0.19 , ". " , " " , " " , 2.8e-9 , -9.9
901 , "5BZQJ0654+4514 " , "S4 0650+45 " , "06 54 23.7" , "+45 14 23.49" , "171.21" , "19.38" , 0.928 , 19.8 , 7211 , 382 , 431 , 0.8 , " ? " , " " , " " , 3.4e-9 , 0.787
902 , "5BZGJ0654+4247 " , "B30651+428 " , "06 54 43.52" , "+42 47 58.7" , "173.66" , "18.61" , 0.126 , 14.9 , 7309 , 202 , 0 , 0.35 , ". " , " " , " " , 0 , 0.289
903 , "5BZGJ0656+4237 " , "S4 0652+42 " , "06 56 10.66" , "+42 37 02.78" , "173.93" , "18.8" , 0.059 , 11.1 , 7309 , 932 , 0 , 1.35 , ". " , " " , " " , 0 , 0.075
904 , "5BZQJ0656-0323 " , "BZQJ0656-0323 " , "06 56 11.11" , "-03 23 06.79" , "216.48" , "-0.49" , 0.634 , 19.3 , 7211 , 402 , 0 , 0 , ". " , " " , " " , 3.6e-9 , 0.425
905 , "5BZBJ0656-2403 " , "1WGAJ0656.3-2403" , "06 56 22.67" , "-24 03 19.51" , "235.08" , "-9.7" , 0.371 , 19.1 , 7300 , 104 , 0 , 0.11 , ". " , " " , " " , 0 , 0.534
906 , "5BZQJ0657+2423 " , "B2.2 0654+24 " , "06 57 05.68" , "+24 23 55.39" , "191.49" , "12.02" , 1.925 , 19.3 , 7211 , 325 , 0 , 0.14 , ". " , " " , " " , 0 , 0.72
907 , "5BZUJ0658-5840 " , "CRATESJ065814-58" , "06 58 13.78" , "-58 40 27.58" , "268.82" , "-22.08" , 0.421 , 20 , 7900 , 436 , 0 , 0 , ". " , " " , " " , 0 , 0.723
908 , "5BZQJ0659-2745 " , "TEX0657-276 " , "06 59 49.87" , "-27 45 18.79" , "238.82" , "-10.58" , 1.727 , 19.9 , 7211 , 541 , 0 , 0 , ". " , " " , " " , 0 , 0.754
909 , "5BZBJ0700-6610 " , "PKS 0700-661 " , "07 00 31.24" , "-66 10 45.19" , "276.76" , "-23.77" , 0 , 15.1 , 7300 , 288 , 0 , 0.45 , ". " , " " , " " , 3.9e-9 , 0.34
910 , "5BZQJ0701-4634 " , "PLCKERC217G256.8" , "07 01 34.55" , "-46 34 36.58" , "256.8" , "-17.71" , 0.822 , 17.8 , 7211 , 459 , 657 , 0.36 , ". " , " " , " " , 1.5e-9 , 0.665
911 , "5BZQJ0702+8549 " , "CRATESJ070242+85" , "07 02 32.71" , "+85 49 52.28" , "127.61" , "27.25" , 1.059 , 17.8 , 7211 , 246 , 0 , 0.16 , ". " , " " , " " , 0 , 0.595
912 , "5BZBJ0702-1951 " , "MC1 0700-197 " , "07 02 42.89" , "-19 51 21.99" , "231.92" , "-6.53" , 0 , 18 , 7300 , 527 , 340 , 0 , ". " , " " , " " , 1e-9 , 0.489
913 , "5BZBJ0706+3744 " , "GB6B0703+3749 " , "07 06 31.68" , "+37 44 36.31" , "179.49" , "18.99" , 0 , 17.3 , 7300 , 27 , 0 , 0.56 , ". " , " " , " " , 1e-9 , 0.377
